Update,ref,id,table,field,old_sentence,new_sentence
1,M52,f21f2d0d-7286-4156-bd56-65378fcab134,verse_life_application,plain_truth,"This verse lands at the end of a breathtaking sentence about God choosing us, adopting us, and lavishing his love on us — and it tells us why he did all of it: so that his grace would get the recognition it deserves.","This verse lands at the end of a breathtaking sentence about God choosing us, adopting us, and lavishing His love on us — and it tells us why He did all of it: so that His grace would get the recognition it deserves."
1,M53,b6c41fec-59a4-4136-8ee0-3e36ce9f1692,verse_life_application,plain_truth,"Being ""justified by his grace"" means God declared us not guilty — not because we cleaned ourselves up, but entirely because of his undeserved kindness.","Being ""justified by His grace"" means God declared us not guilty — not because we cleaned ourselves up, but entirely because of His undeserved kindness."
1,M54,50e637f7-8ab2-426b-a3bb-676e3c5e004f,verse_life_application,deeper_layer,"Which tells you something about how seriously God takes the gap between human mess and his holiness — and how extraordinary it is that Christ didn't just clean the model, he consecrated the real thing.","Which tells you something about how seriously God takes the gap between human mess and His holiness — and how extraordinary it is that Christ didn't just clean the model, He consecrated the real thing."
1,M55,65acce44-14b0-4922-bde4-d50595bc52bc,verse_life_application,plain_truth,"But God's discipline works toward something specific: your actual good, and more than that, your becoming like him — sharing in his holiness, his wholeness, his character.","But God's discipline works toward something specific: your actual good, and more than that, your becoming like Him — sharing in His holiness, His wholeness, His character."
1,M56,8a3beaa3-323c-4a62-8d5b-53d5bdf8f23d,verse_life_application,reflection_question,"When you imagine God's power right now, do you picture it encircled by his faithfulness to you, or does his authority feel separate from — or even opposed to — his care?","When you imagine God's power right now, do you picture it encircled by His faithfulness to you, or does His authority feel separate from — or even opposed to — His care?"
1,M57,daf4f7ee-5c98-4a66-977e-129b27a0e568,verse_life_application,reflection_question,"When is the last time something about God — his power, his faithfulness, his justice — made you feel like you needed to get lower rather than simply feel better?","When is the last time something about God — His power, His faithfulness, His justice — made you feel like you needed to get lower rather than simply feel better?"
1,M58,69008579-05ee-45d1-bbb7-758b803adab3,chapter_deep_dives,deep_dive,"And then the psalm narrows from the cosmos to a single, tender claim: ""Behold, the *ayin* (H5869) of the LORD is upon them that fear him, upon them that hope in his mercy.""","And then the psalm narrows from the cosmos to a single, tender claim: ""Behold, the *ayin* (H5869) of the LORD is upon them that fear Him, upon them that hope in His mercy."""
1,M59,027830c3-d482-4601-8ab9-4c24ebaabacf,chapter_deep_dives,deep_dive,"Israel was not asking honest questions; they were subjecting God to scrutiny, holding his faithfulness up as though it might be fake — and the audacity is that they did it after seeing his work, after watching him deliver them.","Israel was not asking honest questions; they were subjecting God to scrutiny, holding His faithfulness up as though it might be fake — and the audacity is that they did it after seeing His work, after watching Him deliver them."
1,M60,e4829057-66b1-4dc3-9a17-1f9e78b295c9,chapter_deep_dives,deep_dive,"""The LORD hath made known his salvation: his righteousness hath he *gillah* (H1540) in the sight of the heathen.""","""The LORD hath made known His salvation: His righteousness hath He *gillah* (H1540) in the sight of the heathen."""
1,M61,e4829057-66b1-4dc3-9a17-1f9e78b295c9,chapter_deep_dives,deep_dive,So God did not politely present his righteousness; he yanked the cover off.,So God did not politely present His righteousness; He yanked the cover off.
1,M62,e4829057-66b1-4dc3-9a17-1f9e78b295c9,chapter_deep_dives,short_summary,"God didn't politely present his righteousness; he yanked the cover off, into the light where the whole world could see.","God didn't politely present His righteousness; He yanked the cover off, into the light where the whole world could see."
1,M63,92536294-a5b2-4f51-bb25-0d3102e64003,chapter_deep_dives,short_summary,"It centers on his holiness (the refrain ""he is holy"" rings three times) and greatness: ""the LORD is great in Zion"" — a word for visible, undeniable magnitude, the kind that stops you in your tracks and fills the room.","It centers on His holiness (the refrain ""He is holy"" rings three times) and greatness: ""the LORD is great in Zion"" — a word for visible, undeniable magnitude, the kind that stops you in your tracks and fills the room."
1,M64,25f84d6f-8e79-44d0-9794-7a327a7d8e19,chapter_deep_dives,deep_dive,"And the whole psalm rests its weight on a final, fixed point: ""For the LORD is good; his mercy is everlasting; and his truth endureth to all generations.""","And the whole psalm rests its weight on a final, fixed point: ""For the LORD is good; His mercy is everlasting; and His truth endureth to all generations."""
1,M65,22247b3b-47b9-4e13-9634-bf67ec336e18,chapter_deep_dives,deep_dive,"It moves through God's works, his covenant, his righteousness, and lands on one of the most quoted lines in Scripture.","It moves through God's works, His covenant, His righteousness, and lands on one of the most quoted lines in Scripture."
